metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__RW,Логарифм правдоподобия,3_status,anomaly,log_likelihood,RW,45,-696.7514448148036,9619266.699281117,3101.494268780956,-18807.998445270852,-1581.0634881586404,-13.782151915798238,-8.60686658862138,-8.606866549445492,-6.717562628579022,-6.334646498216272,95.0,-9066.096876864178,-6.369035894864621,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\anomaly\log_likelihood\RW.png
3_status__anomaly__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,RW,45,1376.5778369523582,38486670.22481923,6203.76258611008,0.0,0.0,9.794250688989428e-19,0.5253207557099091,3.9852343991696273,3144.8251646519398,37603.32809372477,95.0,0.0,18117.873513392766,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\anomaly\mahalanobis\RW.png
3_status__anomaly__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,RW,45,1.2244136583069678,25.068738815562664,5.006869163016212,0.0,0.0,5.005401128651844e-11,0.009935383804617002,0.27852144749546975,2.8361817544441754,30.55096125943686,95.0,0.0,14.520970877757959,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\anomaly\filter_distance\RW.png
3_status__anomaly__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,RW,45,10.648991228354403,1263.1768227707894,35.54119894954009,0.0,0.0,9.896590670018351e-10,0.7247901459801376,1.9963051868814115,53.632436134987344,193.9157757732072,95.0,0.0,132.52353833983165,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\anomaly\sqrt_mahalanobis\RW.png
3_status__anomaly__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,RW,45,0.2723309818607485,0.450547054518531,0.6712280197656613,0.0,0.0,5.005401128526574e-11,0.009886352375516652,0.24570429112303885,1.304594981890581,3.451604056334082,95.0,0.0,2.683293400707369,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\anomaly\log1p_filter_distance\RW.png
3_status__move__log_likelihood__RW,Логарифм правдоподобия,3_status,move,log_likelihood,RW,220841,-387.3805359213193,18082503710.881268,134471.20030282048,-57949630.37724168,-9.902335257976342,-9.579411621546265,-9.19617249961525,-8.606866549444621,-6.422583545667234,-6.334398345422878,95.0,-10.020424426514873,-6.372608259009791,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\move\log_likelihood\RW.png
3_status__move__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,RW,220841,758.2103642909963,72330004945.36552,268942.38220363396,0.0,0.0,0.18432692781050544,1.294595098445408,1.95769191009295,2.5978860914086375,115899238.13105553,95.0,0.0,2.8328452831617086,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\move\mahalanobis\RW.png
3_status__move__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,RW,220841,0.06825905467352512,0.15858077476250346,0.3982220169233533,0.0,0.0,0.03902963048317246,0.06402623478474893,0.07365416613043572,0.08852551120973999,140.8126589787526,95.0,0.0,0.10676823132468698,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\move\filter_distance\RW.png
3_status__move__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,RW,220841,1.1482836375853698,756.89180897865,27.51166677936199,0.0,0.0,0.429333119862078,1.1378027502363528,1.3991754393545328,1.6117959211415809,10765.650845678376,95.0,0.0,1.6831058443133362,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\move\sqrt_mahalanobis\RW.png
3_status__move__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,RW,220841,0.0584556210462142,0.008361715350471408,0.09144241548904648,0.0,0.0,0.038287229981070536,0.0620600473680635,0.0710679387666375,0.08482403845019694,4.954506883588371,95.0,0.0,0.10144426534258474,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\move\log1p_filter_distance\RW.png
3_status__stand__log_likelihood__RW,Логарифм правдоподобия,3_status,stand,log_likelihood,RW,89626,-10.093998446162303,116682.87028021582,341.588744369916,-97450.16200001736,-8.606866570470824,-8.606866549445492,-8.606866549445492,-8.501886588053637,-6.3435533566871225,-6.334398345039588,95.0,-8.609570432228216,-6.334646498216272,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\stand\log_likelihood\RW.png
3_status__stand__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,stand,mahalanobis,RW,89626,3.6510900829454638,466718.6679642691,683.1681110563264,0.0,0.0,0.0,0.0,5.802638392899475e-09,0.10252654064766852,194882.17283147475,95.0,0.0,0.24643757899251542,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\stand\mahalanobis\RW.png
3_status__stand__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,stand,filter_distance,RW,89626,0.006446518780282709,0.010560017680441609,0.10276194665556705,0.0,0.0,0.0,0.0,3.929231281978387e-06,0.032627999469518304,18.08084199990437,95.0,0.0,0.05107754038901241,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\stand\filter_distance\RW.png
3_status__stand__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,stand,sqrt_mahalanobis,RW,89626,0.06940086437871232,3.646273602968952,1.909521825737782,0.0,0.0,0.0,0.0,7.617504448302655e-05,0.32019765821972285,441.45461015995147,95.0,0.0,0.49642479688533864,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\stand\sqrt_mahalanobis\RW.png
3_status__stand__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,stand,log1p_filter_distance,RW,89626,0.005632119832760373,0.0008166286824853641,0.028576715740010503,0.0,0.0,0.0,0.0,3.929223562568406e-06,0.03210700859983765,2.948684795020465,95.0,0.0,0.04981586688940313,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\stand\log1p_filter_distance\RW.png
3_status__anomaly__distances,"Расстояние между соседними точками, м",3_status,anomaly,distances,,51,250.8477492084235,253312.33305033352,503.3014335866067,0.0,0.0,0.0,15.519216406351699,269.60435051214074,1763.8744642236152,1864.8258364990888,95.0,0.0,1819.1429481924413,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\anomaly\distances\distances.png
3_status__move__distances,"Расстояние между соседними точками, м",3_status,move,distances,,220850,44.34814727624675,13883469.342293553,3726.0527830793744,0.0,0.0,5.141663900359568,32.163409516564755,41.0615320337418,47.376238821810794,1228289.844884786,95.0,0.0,49.47516754186149,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\move\distances\distances.png
3_status__stand__distances,"Расстояние между соседними точками, м",3_status,stand,distances,,89610,1.5274762860760684,7372.8066052082,85.86504879872952,0.0,0.0,0.0,0.0,0.0,5.511354439835169,16463.801481760383,95.0,0.0,8.965929481800782,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\3_status\stand\distances\distances.png
2_status__stand_move__log_likelihood__RW,Логарифм правдоподобия,2_status,stand_move,log_likelihood,RW,310467,-278.4649886723414,12862486946.160719,113412.90467209063,-57949630.37724168,-9.847996662304695,-9.458582000339828,-8.606866549445492,-8.60686223264533,-6.402234587531364,-6.334398345039588,95.0,-9.968889636320304,-6.347012065390792,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\stand_move\log_likelihood\RW.png
2_status__anomaly__log_likelihood__RW,Логарифм правдоподобия,2_status,anomaly,log_likelihood,RW,45,-696.7514448148036,9619266.699281117,3101.494268780956,-18807.998445270852,-1581.0634881586404,-13.782151915798238,-8.60686658862138,-8.606866549445492,-6.717562628579022,-6.334646498216272,95.0,-9066.096876864178,-6.369035894864621,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\anomaly\log_likelihood\RW.png
2_status__stand_move__mahalanobis__RW,Квадрат расстояния Махаланобиса,2_status,stand_move,mahalanobis,RW,310467,540.3832538084948,51449940735.92067,226825.79380643787,0.0,0.0,0.0,0.42346233855703574,1.727623857552359,2.4899511603968363,115899238.13105553,95.0,0.0,2.7304964572641746,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\stand_move\mahalanobis\RW.png
2_status__anomaly__mahalanobis__RW,Квадрат расстояния Махаланобиса,2_status,anomaly,mahalanobis,RW,45,1376.5778369523582,38486670.22481923,6203.76258611008,0.0,0.0,9.794250688989428e-19,0.5253207557099091,3.9852343991696273,3144.8251646519398,37603.32809372477,95.0,0.0,18117.873513392766,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\anomaly\mahalanobis\RW.png
2_status__stand_move__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",2_status,stand_move,filter_distance,RW,310467,0.05041493487345701,0.11663453604998089,0.34151798788640825,0.0,0.0,0.0,0.04808321330509241,0.0702073618394467,0.08532804356561147,140.8126589787526,95.0,0.0,0.09874635313374346,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\stand_move\filter_distance\RW.png
2_status__anomaly__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",2_status,anomaly,filter_distance,RW,45,1.2244136583069678,25.068738815562664,5.006869163016212,0.0,0.0,5.005401128651844e-11,0.009935383804617002,0.27852144749546975,2.8361817544441754,30.55096125943686,95.0,0.0,14.520970877757959,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\anomaly\filter_distance\RW.png
2_status__stand_move__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,2_status,stand_move,sqrt_mahalanobis,RW,310467,0.8368304157246892,539.6829686638127,23.23107764749222,0.0,0.0,0.0,0.650739839380559,1.3143910595960715,1.5779579083023694,10765.650845678376,95.0,0.0,1.652421392024358,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\stand_move\sqrt_mahalanobis\RW.png
2_status__anomaly__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,2_status,anomaly,sqrt_mahalanobis,RW,45,10.648991228354403,1263.1768227707894,35.54119894954009,0.0,0.0,9.896590670018351e-10,0.7247901459801376,1.9963051868814115,53.632436134987344,193.9157757732072,95.0,0.0,132.52353833983165,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\anomaly\sqrt_mahalanobis\RW.png
2_status__stand_move__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),2_status,stand_move,log1p_filter_distance,RW,310467,0.043206466966208876,0.00675656734863946,0.0821983415200055,0.0,0.0,0.0,0.04696298475535375,0.06785242580940647,0.08188228559569352,4.954506883588371,95.0,0.0,0.0941698508994875,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\stand_move\log1p_filter_distance\RW.png
2_status__anomaly__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),2_status,anomaly,log1p_filter_distance,RW,45,0.2723309818607485,0.450547054518531,0.6712280197656613,0.0,0.0,5.005401128526574e-11,0.009886352375516652,0.24570429112303885,1.304594981890581,3.451604056334082,95.0,0.0,2.683293400707369,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\3\RW\2_status\anomaly\log1p_filter_distance\RW.png
