metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__CV,Логарифм правдоподобия,3_status,anomaly,log_likelihood,CV,139164,-176438.60830386888,206703283450325.0,14377179.25917059,-3994468075.649106,-4057.567622527808,-53.04450806851857,-5.129364440324794,-4.8453545224585435,-4.830174130854753,-4.6163775924511015,95.0,-13840.282877571015,-4.828759871752337,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\anomaly\log_likelihood\CV.png
3_status__anomaly__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,CV,139164,352866.6539258844,826813133959879.2,28754358.521098662,1.2527733931870777e-09,0.00333693224072625,0.03273755605643675,0.562246972416132,92.76695144278409,8105.478292585067,7988936141.701129,95.0,0.0005511581291388386,27668.328861543883,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\anomaly\mahalanobis\CV.png
3_status__anomaly__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,CV,139164,12.739388925115163,35511.68826478274,188.44545169566373,6.821210263296962e-12,0.010699733087409331,0.05259459969111552,0.2103349463750359,2.3418550678812906,30.074935983267334,30350.32442073573,95.0,0.0038749170946060273,49.32766732075283,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\anomaly\filter_distance\CV.png
3_status__anomaly__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,CV,139164,41.318660048109656,351159.42225771304,592.5870588004036,3.539453903057755e-05,0.05776618588514442,0.18093522610822974,0.7498312958694102,9.631560176592114,90.03042981450801,89380.84885310236,95.0,0.023476757179737778,166.33799571391359,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\anomaly\sqrt_mahalanobis\CV.png
3_status__anomaly__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,CV,139164,0.899254114584042,1.7199114799791586,1.3114539564846182,6.821210263273697e-12,0.010642896011196805,0.0512581634770245,0.19089713648834677,1.206526059411319,3.436401577322388,10.320595433780523,95.0,0.003867428941109302,3.918554945404919,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\anomaly\log1p_filter_distance\CV.png
3_status__move__log_likelihood__CV,Логарифм правдоподобия,3_status,move,log_likelihood,CV,113358,-648.7954911173895,36951552963.490555,192227.8672916353,-64590538.200992726,-6.709626881057989,-4.937253469901362,-4.849816536330032,-4.834655650440913,-4.829195139121579,-4.636626320764599,95.0,-9.358336575309531,-4.8286882186909565,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\move\log_likelihood\CV.png
3_status__move__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,CV,113358,1287.9055524865976,147806212370.31012,384455.73525480164,2.172319960032765e-08,0.001417748321441024,0.012314482117233596,0.042420945211139253,0.21485989063679012,3.6147604153059305,129181066.98257789,95.0,0.00042211127612618433,8.565220668059473,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\move\mahalanobis\CV.png
3_status__move__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,CV,113358,0.2619338840433369,161.77075797062753,12.718913395830146,1.0068829317553778e-11,0.012453101547121955,0.03706254437214223,0.06880997118809673,0.15475771385012832,0.6319087717249646,4034.6802917492682,95.0,0.0067679259865774275,0.9662508280876106,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\move\filter_distance\CV.png
3_status__move__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,CV,113358,0.7838084723495088,1287.2911967652708,35.878840515898375,0.00014738792216571767,0.037652998820496844,0.11097063628376455,0.2059634558912538,0.4635298162358614,1.9012523281503264,11365.78492593353,95.0,0.020545346822421554,2.9266398110043026,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\move\sqrt_mahalanobis\CV.png
3_status__move__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,CV,113358,0.13639114193097002,0.049242196365560556,0.22190582769625622,1.0068829317503087e-11,0.01237619946613227,0.0363922402272356,0.06654585308674607,0.1438905504100844,0.48975035489725083,8.302930164200431,95.0,0.006745126386080491,0.6761285963393057,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\move\log1p_filter_distance\CV.png
3_status__stand__log_likelihood__CV,Логарифм правдоподобия,3_status,stand,log_likelihood,CV,51672,-5308.134367672073,397268467687.3725,630292.3668325458,-111929457.58787324,-10.819066263139693,-5.1784861574322765,-4.872920761031065,-4.836736081784275,-4.8297086515652685,-4.622992860927867,95.0,-23.848966205018716,-4.828657379814885,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\stand\log_likelihood\CV.png
3_status__stand__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,stand,mahalanobis,CV,51672,10606.565242325836,1589073853667.8916,1260584.7268898238,1.2630140667513227e-10,0.0024477213280057375,0.01642224488780969,0.08805429664007956,0.6921468836932839,11.568993931679469,223858905.52119756,95.0,0.0003608480367443012,36.813222382047535,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\stand\mahalanobis\CV.png
3_status__stand__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,stand,filter_distance,CV,51672,0.7832617199678116,1056.3851686534947,32.50207945122119,4.547473508864641e-12,0.0163171044844901,0.04274417339266175,0.09891167795730427,0.27671309737713995,1.126160894599862,5008.027824573843,95.0,0.006129148203461911,1.99944531805679,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\stand\filter_distance\CV.png
3_status__stand__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,stand,sqrt_mahalanobis,CV,51672,2.545000092282259,10600.088216856117,102.95672982790448,1.1238389861324987e-05,0.04947445100428983,0.12814930683813397,0.2967394422065305,0.8319536531562398,3.4013223025788206,14961.915168894575,95.0,0.01899599368172025,6.067390007360266,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\stand\sqrt_mahalanobis\CV.png
3_status__stand__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,stand,log1p_filter_distance,CV,51672,0.21295215772458603,0.12421265149436148,0.35243815272237694,4.5474735088543014e-12,0.01618541117136599,0.041855866347124314,0.09432030636164276,0.24428888256452636,0.7543179542787337,8.518997128258109,95.0,0.006110441334307584,1.0984273676632967,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\stand\log1p_filter_distance\CV.png
3_status__anomaly__distances,"Расстояние между соседними точками, м",3_status,anomaly,distances,,139261,1177.650949969037,352647255.7736157,18778.904541362783,0.0,0.2776606798967091,0.8053149531428974,3.0399477139723716,118.90830190104448,1097.7450477039379,1485000.036494093,95.0,0.0,1445.5149934540254,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\anomaly\distances\distances.png
3_status__move__distances,"Расстояние между соседними точками, м",3_status,move,distances,,113353,37.728360269337585,9703.784982564233,98.50779148150787,0.0,2.088485567936866,26.397239930237173,42.688398211720326,49.22179858334328,56.15720868922083,19226.63568217937,95.0,0.8301397948188234,58.2644531789893,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\move\distances\distances.png
3_status__stand__distances,"Расстояние между соседними точками, м",3_status,stand,distances,,51579,18.116629933126916,2886358.106746191,1698.928517256153,0.0,0.22682892160981602,0.5448215047336611,1.2864297717693813,3.1326442679159934,12.574878319571999,374867.7984272933,95.0,0.0,22.83806283827238,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\CV\3_status\stand\distances\distances.png
