metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__RW,Логарифм правдоподобия,3_status,anomaly,log_likelihood,RW,139164,-4526.42654004459,55230818528.9938,235012.37952285365,-62053778.80211561,-250.87121352350633,-14.34614711688712,-8.612209774228823,-8.607239685981007,-8.606910696765485,-8.501886588053639,95.0,-1207.4822091048597,-8.606866549926764,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\anomaly\log_likelihood\RW.png
3_status__anomaly__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,RW,139164,9035.383375780162,220923194107.53473,470024.6739348209,0.0,8.829475728113051e-05,0.0007449002187446245,0.010505781190282082,9.760569992609478,484.34414721327033,124107539.00762942,95.0,9.804800623347927e-10,2397.7506851108287,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\anomaly\mahalanobis\RW.png
3_status__anomaly__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,RW,139164,0.26763086269521164,5.225527776138348,2.28594133261078,0.0,0.000475245401145222,0.0013388139245471811,0.005166054477549434,0.11025497882013402,0.781273277982892,398.75631302880186,95.0,1.583692174391051e-06,1.9422007344983827,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\anomaly\filter_distance\RW.png
3_status__anomaly__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,RW,139164,9.350922266204016,8947.94362855157,94.59357075695773,0.0,0.009396529001771363,0.02729286021551927,0.10249771302917524,3.1241910941249174,22.007820136306147,11140.356323189551,95.0,3.131260649657823e-05,48.96683250028358,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\anomaly\sqrt_mahalanobis\RW.png
3_status__anomaly__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,RW,139164,0.15035311053519199,0.09167727807738699,0.3027825590706753,0.0,0.00047513250781617454,0.001337918512289399,0.0051527561982104755,0.10458969958974647,0.5773284327086545,5.990855144031645,95.0,1.583690920350981e-06,1.0791578497297354,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\anomaly\log1p_filter_distance\RW.png
3_status__move__log_likelihood__RW,Логарифм правдоподобия,3_status,move,log_likelihood,RW,113358,-64.39679401920901,222233225.94226524,14907.488921420174,-4941118.209095009,-10.426206392935875,-10.00406316632346,-9.657863215845758,-9.009417955113364,-8.609386973775866,-8.502040044242063,95.0,-10.565727447924438,-8.607263771379152,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\move\log_likelihood\RW.png
3_status__move__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,RW,113358,111.57156512750628,888931520.3125973,29814.9546421355,1.6933090833633208e-26,0.005036596531253819,0.8044440049043555,2.1012742351251124,2.793477111475065,3.6367385485041406,9882213.794761289,95.0,0.0007942708028709073,3.914972737824518,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\move\mahalanobis\RW.png
3_status__move__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,RW,113358,0.06339901616665436,0.016739848464765138,0.12938256630924097,6.661338147750939e-15,0.0035883322414825202,0.04533641253505093,0.07328603613341081,0.08447694347878366,0.09631332375062472,41.11766397278709,95.0,0.0014252565863620925,0.09983322314833708,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\move\filter_distance\RW.png
3_status__move__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,RW,113358,1.3097525903245792,109.85611327964432,10.481226706814633,1.3012721019691925e-13,0.07096898270558197,0.8969080247468452,1.4495772608331314,1.6713698307832687,1.9070234787489952,3143.598860344826,95.0,0.028182810410365494,1.9786290045917563,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\move\sqrt_mahalanobis\RW.png
3_status__move__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,RW,113358,0.060624820837414516,0.0010840891515657967,0.0329255091314591,6.661338147750917e-15,0.0035819095372776827,0.04433875948037538,0.07072500420306814,0.08109779101155348,0.09195302700462393,3.7404672244928694,95.0,0.001424241872231179,0.09515855298983752,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_2\distributions\2\RW\3_status\move\log1p_filter_distance\RW.png
