metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__RW,Логарифм правдоподобия,3_status,anomaly,log_likelihood,RW,21703,-1474934896.382638,3.6994074400668385e+20,19233843713.794804,-473032911813.13885,-8.134200713588735,-8.13292676706908,-7.442797971343427,-7.44137827560248,-7.440950320169572,-7.416761913249188,95.0,-10.434335873026521,-7.418363787399344,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\anomaly\log_likelihood\RW.png
3_status__anomaly__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,RW,21703,2949869777.2206182,1.4797629760276262e+21,38467687427.60118,0.0,0.0,0.0,0.0,0.0,0.0,946065823611.3949,95.0,0.0,0.012750460414008064,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\anomaly\mahalanobis\RW.png
3_status__anomaly__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,RW,21703,103.66222383452696,1666749.044078724,1291.0263529760823,0.0,0.0,0.0,0.0,0.0,0.0,25595.504026977727,95.0,0.0,0.0017288584060215495,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\anomaly\filter_distance\RW.png
3_status__anomaly__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,RW,21703,4559.928366024559,2929076830.5173426,54120.946319492075,0.0,0.0,0.0,0.0,0.0,0.0,972659.1507878774,95.0,0.0,0.11227319453084438,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\anomaly\sqrt_mahalanobis\RW.png
3_status__anomaly__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,RW,21703,0.08408941039326781,0.6991940937910514,0.8361782667535981,0.0,0.0,0.0,0.0,0.0,0.0,10.150211059696108,95.0,0.0,0.0017273553660708256,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\anomaly\log1p_filter_distance\RW.png
3_status__move__log_likelihood__RW,Логарифм правдоподобия,3_status,move,log_likelihood,RW,369737,-43282571.66401289,1.2326986443361417e+19,3510980837.7946777,-473498289064.9295,-10.508470692641845,-9.42389521977909,-8.445263316809651,-8.020922833143308,-7.455830841185643,-6.30196795857909,95.0,-10.925331894502404,-7.443071624772205,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\move\log_likelihood\RW.png
3_status__move__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,RW,369737,86565127.85439417,4.930794577344866e+19,7021961675.589568,0.0,0.003981526690625581,0.8305592175396872,1.7117623219686018,2.925372600410055,4.842587780296609,946996578114.9785,95.0,0.0007282681050407898,5.657198651120998,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\move\mahalanobis\RW.png
3_status__move__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,RW,369737,2.8310931675465727,47880.815697995386,218.81685423658615,0.0,0.001534078688322648,0.02203248150458943,0.030455041205570972,0.03665575194134609,0.04622847641325487,25622.653333682167,95.0,0.0007094914379592051,0.05018198651756367,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\move\filter_distance\RW.png
3_status__move__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,RW,369737,126.508090084277,86549123.55753742,9303.178142846531,0.0,0.06309933985885727,0.91135021673322,1.308343350183201,1.710372064905778,2.200588053267526,973137.491886413,95.0,0.026986442986076768,2.37848663039062,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\move\sqrt_mahalanobis\RW.png
3_status__move__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,RW,369737,0.03006513524802533,0.018808677579039302,0.13714473223219076,0.0,0.0015329031916608714,0.0217932735705851,0.03000049226036914,0.03599990879366352,0.045191770484017166,10.151271162227845,95.0,0.000709239867893109,0.048963469644085836,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\RW\3_status\move\log1p_filter_distance\RW.png
