metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__RW,Логарифм правдоподобия,3_status,anomaly,log_likelihood,RW,139164,-51.95891953620358,4006904.962059405,2001.725496180584,-528782.2038346531,-18.00418583839236,-13.4806807530424,-13.370451524058497,-13.370409154366584,-13.370406352632397,-13.265046398526724,95.0,-23.571781863892106,-13.370405974638423,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\anomaly\log_likelihood\RW.png
3_status__anomaly__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,RW,139164,76.92078406120906,16026936.501503782,4003.365646740725,0.0,7.559880779603837e-07,6.359423633000603e-06,8.928223004933287e-05,0.08288348029026325,4.124843304355705,1057536.2805714519,95.0,5.0742152845165036e-17,20.39873536527304,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\anomaly\mahalanobis\RW.png
3_status__anomaly__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,RW,139164,0.0006589576361722126,3.16741184842765e-05,0.0056279764111336235,0.0,1.1739402241023962e-06,3.289069949374671e-06,1.2740542593059262e-05,0.00027117775080637047,0.0019225995578374252,0.9817979804247238,95.0,9.7052133122543e-12,0.004778007413876937,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\anomaly\filter_distance\RW.png
3_status__anomaly__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,RW,139164,0.8626894359886964,76.17655099824256,8.72791790739593,0.0,0.0008694757489202236,0.0025217897678039307,0.00944892745497235,0.28789491053031435,2.0309709605374713,1028.3658301263476,95.0,7.123332080750064e-09,4.516495916667368,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\anomaly\sqrt_mahalanobis\RW.png
3_status__anomaly__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,RW,139164,0.0006461188003388322,2.2734948243683572e-05,0.004768117893224073,0.0,1.1739395350351104e-06,3.2890645403959656e-06,1.2740461433035827e-05,0.0002711409887659843,0.0019207537287881152,0.6840045035810486,95.0,9.705213312207206e-12,0.004766628966258349,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\anomaly\log1p_filter_distance\RW.png
3_status__move__log_likelihood__RW,Логарифм правдоподобия,3_status,move,log_likelihood,RW,113358,-13.849171852057802,16089.83909777007,126.84572952121829,-42055.67887834194,-13.385920284266268,-13.38229850339382,-13.379349204794885,-13.373832077492526,-13.370427402403658,-13.265047704381258,95.0,-13.387157715606024,-13.370409310728158,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\move\log_likelihood\RW.png
3_status__move__mahalanobis__RW,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,RW,113358,0.9492317457755695,64347.51056323499,253.66811104913245,0.0,4.2855953584459804e-05,0.006843338583614921,0.0178729417080521,0.023762474799877475,0.030936190315477622,84079.20086011685,95.0,6.757623285358707e-06,0.033303736996071885,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\move\mahalanobis\RW.png
3_status__move__filter_distance__RW,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,RW,113358,0.00015609223163157865,1.0119251275568423e-07,0.0003181077062186395,0.0,8.838749959507796e-06,0.00011162182212035471,0.00018043103864876203,0.00020798770695115465,0.00023713068863122968,0.1010855197092453,95.0,3.5097983908854918e-06,0.0002458106061959972,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\move\filter_distance\RW.png
3_status__move__sqrt_mahalanobis__RW,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,RW,113358,0.12079811648401186,0.9346395608294844,0.9667675836670799,0.0,0.006546445874246475,0.08272447390808875,0.13368972177259875,0.1541508183386362,0.1758868679381579,289.96413719651065,95.0,0.0025995428993110877,0.18249311492776987,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\move\sqrt_mahalanobis\RW.png
3_status__move__log1p_filter_distance__RW,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,RW,113358,0.00015603230177023506,9.279901469780449e-08,0.0003046293070238064,0.0,8.838710897987542e-06,0.00011161559286830925,0.00018041476292664227,0.0002079660805066708,0.0002371025775933896,0.09629652930100037,95.0,3.509792231557531e-06,0.00024578039971888404,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\move\log1p_filter_distance\RW.png
3_status__stand__log_likelihood__RW,Логарифм правдоподобия,3_status,stand,log_likelihood,RW,51672,-14.432624590147682,11853.777764446393,108.87505574945251,-17241.93452266874,-13.371261625737109,-13.370455149593436,-13.370414227782621,-13.370407430007003,-13.370406226878293,-13.265047424195098,95.0,-13.373542282814622,-13.370405974638423,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\RW\3_status\stand\log_likelihood\RW.png
