metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__CV,Логарифм правдоподобия,3_status,anomaly,log_likelihood,CV,21703,-107537289107.46164,2.4355338842476326e+24,1560619711604.218,-67607572938450.46,-6.022139656906887,-6.018007885385876,-4.000343543829034,-3.9969683521857005,-3.965937515619382,-3.8277201774995415,95.0,-611.6103226344358,-3.9420003103863817,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\anomaly\log_likelihood\CV.png
3_status__anomaly__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,CV,21703,215074578204.94794,9.742135536991041e+24,3121239423208.518,0.0,0.0,0.0,0.0,0.0,0.0,135215145876893.1,95.0,0.0,1211.2754142532256,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\anomaly\mahalanobis\CV.png
3_status__anomaly__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,CV,21703,5512.674983687024,3889014042.8869567,62361.95990254761,0.0,0.0,0.0,0.0,0.0,0.0,1786416.3629314436,95.0,0.0,2.1724556424857315,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\anomaly\filter_distance\CV.png
3_status__anomaly__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,CV,21703,45888.18928273248,212968852289.3001,461485.4843755111,0.0,0.0,0.0,0.0,0.0,0.0,11628204.757265547,95.0,0.0,34.80318621557882,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\anomaly\sqrt_mahalanobis\CV.png
3_status__anomaly__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,CV,21703,0.251801490655183,2.6998645368332537,1.6431264518695003,0.0,0.0,0.0,0.0,0.0,0.0,14.395722698970168,95.0,0.0,1.154079382057842,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\anomaly\log1p_filter_distance\CV.png
3_status__move__log_likelihood__CV,Логарифм правдоподобия,3_status,move,log_likelihood,CV,369737,-4751551675.752936,1.0495726721160239e+23,323971090086.14087,-51310086534598.91,-7.1421459518112815,-6.368916008534048,-6.018582631562078,-4.113477870998523,-4.011398514731374,-2.9111091890723126,95.0,-7.890471937396234,-4.0033175529018346,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\move\log_likelihood\CV.png
3_status__move__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,CV,369737,9503103341.792633,4.1982906884642445e+23,647942180172.2932,0.0,0.017344262560903958,0.14055793413580595,0.45898967469092156,1.1181286431269788,5.46058993505702,102620173069189.81,95.0,0.007167540362758483,7.351590069168236,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\move\mahalanobis\CV.png
3_status__move__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,CV,369737,216.9039564865753,165260035.24623808,12855.350452097293,0.0,0.011757495036281774,0.03598174082436375,0.05485393850880839,0.09661634621943321,0.3451932569688311,1491165.425563487,95.0,0.00712349053526858,0.40032758327141743,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\move\filter_distance\CV.png
3_status__move__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,CV,369737,1840.199095414486,9499717009.081867,97466.49172449918,0.0,0.13169761790102055,0.3749105681836749,0.6774877671891365,1.0574160217846988,2.3367905200542403,10130161.551978813,95.0,0.08466132737405702,2.7113815788996276,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\move\sqrt_mahalanobis\CV.png
3_status__move__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,CV,369737,0.09692020361401853,0.11834137309587987,0.3440078096437345,0.0,0.011688912738763076,0.03534951899506712,0.053402310432289476,0.09222939015013441,0.29653768819204146,14.215069207614052,95.0,0.007098238328207022,0.3367061971768864,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\move\log1p_filter_distance\CV.png
3_status__stand__log_likelihood__CV,Логарифм правдоподобия,3_status,stand,log_likelihood,CV,382636,-2660647844.2575884,6.483947917261213e+22,254635973838.36426,-75903433909712.34,-6.114460388098243,-6.028399839376271,-4.3008453932232396,-4.039720081524754,-3.9819613792583297,-2.2238624168708547,95.0,-6.203685123551461,-3.970576298514058,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\stand\log_likelihood\CV.png
3_status__stand__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,stand,mahalanobis,CV,382636,5321295678.791885,2.593579166904588e+23,509271947676.73865,0.0,0.0012471053932664067,0.020123396115618135,0.07829846607786098,0.1842658463517214,0.7540095697730075,151806867819416.75,95.0,0.00034121176622960484,1.2830384680107971,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\stand\mahalanobis\CV.png
3_status__stand__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,stand,filter_distance,CV,382636,125.77725621507122,97816829.1297315,9890.23908354755,0.0,0.002674878855008891,0.009789332753102906,0.02403413128067023,0.055396020279645894,0.11978615251050949,1840407.114797006,95.0,0.0015858697446660866,0.15520297194270607,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\stand\filter_distance\CV.png
3_status__stand__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,stand,sqrt_mahalanobis,CV,382636,1042.4496126599993,5320208977.596951,72939.76266479725,0.0,0.03531437941068947,0.14185695652880248,0.2798186306832973,0.42926197868852217,0.8683372442184555,12320992.972135678,95.0,0.018471918314553536,1.1327128797745871,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\stand\sqrt_mahalanobis\CV.png
3_status__stand__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,stand,log1p_filter_distance,CV,382636,0.045986874181595604,0.07481587779099047,0.27352491256006367,0.0,0.002671307733339393,0.009741727664452388,0.02374985739061343,0.053916071165229576,0.11313773181806501,14.42549790651096,95.0,0.0015846135811403356,0.14427606181695468,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\stand\log1p_filter_distance\CV.png
3_status__anomaly__distances,"Расстояние между соседними точками, м",3_status,anomaly,distances,,21818,156485.91067146746,1958776693867.9556,1399563.0367611013,0.0,0.0,0.0,0.0,0.0,0.0,16512917.120612258,95.0,0.0,0.44452799966731504,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\anomaly\distances\distances.png
3_status__move__distances,"Расстояние между соседними точками, м",3_status,move,distances,,369724,25.25638926325481,926.7801873355105,30.44306468369291,0.0,1.1611437125414055,15.5425206048527,22.88294053272352,36.795590816075205,50.45283450890114,15889.78918229845,95.0,0.4445280004569554,54.75759064169347,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\move\distances\distances.png
3_status__stand__distances,"Расстояние между соседними точками, м",3_status,stand,distances,,382533,1.1036699297608301,503.6406757509098,22.441940106659892,0.0,0.0,0.44452799966731504,0.8890560001242704,1.2969068418194472,2.8612936680911103,13801.992559909928,95.0,0.0,3.852250675397164,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_1\distributions\1\CV\3_status\stand\distances\distances.png
