profile,model,feature,threshold,threshold_direction,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,valid_accuracy,valid_balanced_accuracy,valid_precision,valid_recall,valid_f1,valid_roc_auc,valid_pr_auc
from_1,RW,log_likelihood,-12.537037256918465,low,0.8827232511337606,0.6153670421106341,0.9199023794996949,0.23431157415753387,0.3734901556663133,0.5229823558541473,0.34956796757629904,0.9927313598186221,0.6630801341205346,0.006690454950936664,0.3333333333333333,0.013117621337997376,0.6210266397967507,0.011916806971136536
from_2,RW,mahalanobis,4.335021479393332,high,0.8829059511996068,0.6143440652633463,0.9337276919991979,0.23157017909204497,0.3711042373345686,0.47387007018449223,0.34229667743319464,0.9929310300407069,0.6187419811660069,0.0050644567219152855,0.24444444444444444,0.009923319801533603,0.5831245260276364,0.01150904862280917
from_2,RW,sqrt_mahalanobis,2.0820714394077338,high,0.8829059511996068,0.6143440652633463,0.9337276919991979,0.23157017909204497,0.3711042373345686,0.47387007018449223,0.34229667750122295,0.9929310300407069,0.6187419811660069,0.0050644567219152855,0.24444444444444444,0.009923319801533603,0.5831245260276365,0.01150904862280917
from_1,RW,mahalanobis,9.733608849220154,high,0.8829059511996068,0.6143440652633463,0.9337276919991979,0.23157017909204497,0.3711042373345686,0.47377807592980764,0.3422749287926079,0.992921368578348,0.618737149734647,0.005057471264367816,0.24444444444444444,0.00990990990990991,0.585314882275912,0.011669036112284124
from_1,RW,sqrt_mahalanobis,3.1198732102435636,high,0.8829059511996068,0.6143440652633463,0.9337276919991979,0.23157017909204497,0.3711042373345686,0.4737780759365836,0.3422749288384447,0.992921368578348,0.618737149734647,0.005057471264367816,0.24444444444444444,0.00990990990990991,0.585314882275912,0.011669036112284124
from_3,RW,mahalanobis,0.03651237199598499,high,0.8828299034564626,0.6141942851121678,0.9327000200521356,0.23131531016305396,0.37069579554001486,0.4738030112617054,0.3441754627785971,0.9928891637038182,0.6187210449634475,0.005034324942791762,0.24444444444444444,0.009865470852017937,0.580232467004008,0.012054667860913552
from_3,RW,sqrt_mahalanobis,0.19108210799505848,high,0.8828299034564626,0.6141942851121678,0.9327000200521356,0.23131531016305396,0.37069579554001486,0.47380301131591335,0.34417547479022303,0.9928891637038182,0.6187210449634475,0.005034324942791762,0.24444444444444444,0.009865470852017937,0.580232467004008,0.012054667860913552
from_3,RW,filter_distance,0.0002520274771608004,high,0.8813701577526964,0.6099377038873282,0.9244422690504405,0.22307247602056357,0.3594160803265143,0.47028495048806884,0.33783206344539074,0.9768833410625032,0.6884834781152265,0.002510810433812247,0.4,0.0049902966454117,0.5876755912150979,0.01505944948744604
from_3,RW,log1p_filter_distance,0.0002519957235712418,high,0.8813701577526964,0.6099377038873282,0.9244422690504405,0.22307247602056357,0.3594160803265143,0.47028495048806884,0.33783206344539074,0.9768833410625032,0.6884834781152265,0.002510810433812247,0.4,0.0049902966454117,0.5876755912150979,0.01505944948744604
from_2,RW,log1p_filter_distance,0.0976371367010999,high,0.8814536247878546,0.6101020967361827,0.9256015250656912,0.22335221021091958,0.3598667901945564,0.469762755842993,0.33581088739684595,0.9775435409903643,0.6777041252908254,0.0024418270611893133,0.37777777777777777,0.004852290566576281,0.5923718856503983,0.01501471780350684
