metric,title,scheme,status,kind,model,count,mean,variance,std,min,p05,p25,p50,p75,p95,max,display_percentile,display_min,display_max,file
3_status__anomaly__log_likelihood__CV,Логарифм правдоподобия,3_status,anomaly,log_likelihood,CV,139164,-596.2997705903364,517773609.1431911,22754.639288355927,-2647492.8653937075,-58.86381767031421,-13.206252571701427,-12.518026400967655,-12.516072637118043,-12.515983201123849,-12.102730954424334,95.0,-103.21150268146616,-12.515978128087786,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\anomaly\log_likelihood\CV.png
3_status__anomaly__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,anomaly,mahalanobis,CV,139164,1166.547518408832,2071096482.7374249,45509.30105744786,6.829126039128344e-11,1.8557227612550788e-05,0.00018921008379850087,0.0034637005273529266,0.5410267714652811,92.57867440441674,5294960.766881328,95.0,8.695517476825109e-06,181.37331867785528,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\anomaly\mahalanobis\CV.png
3_status__anomaly__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,anomaly,filter_distance,CV,139164,0.006244616455430653,0.004888993379311327,0.06992133708183308,0.0,6.15674942327838e-06,2.5136861092474002e-05,0.0001033899503870226,0.0013116991231828673,0.019657170137953716,4.844456408267586,95.0,1.455942157261301e-06,0.027236551585701787,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\anomaly\filter_distance\CV.png
3_status__anomaly__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,anomaly,sqrt_mahalanobis,CV,139164,3.1254819679023513,1156.778880877149,34.0114522018268,8.263852636106445e-06,0.004307810063850967,0.013755365636648115,0.058853211697087515,0.7355452161005553,9.621781248153637,2301.0781748739714,95.0,0.0029488162785894626,13.467491035857082,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\anomaly\sqrt_mahalanobis\CV.png
3_status__anomaly__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,anomaly,log1p_filter_distance,CV,139164,0.005110683261608251,0.0015831962317424584,0.03978939848430054,0.0,6.156730470574407e-06,2.513654516687545e-05,0.00010338460601445907,0.0013108395974320006,0.01946646309142087,1.765493589447332,95.0,1.4559410973785312e-06,0.026872237029271637,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\anomaly\log1p_filter_distance\CV.png
3_status__move__log_likelihood__CV,Логарифм правдоподобия,3_status,move,log_likelihood,CV,113358,-17.40910311781357,527637.1350894403,726.3863538706108,-186926.0069165922,-12.53031478833838,-12.51663301137629,-12.516078534286343,-12.516004309642437,-12.51597859895125,-12.10276118099845,95.0,-12.559319589251086,-12.515976093360807,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\move\log_likelihood\CV.png
3_status__move__mahalanobis__CV,Квадрат расстояния Махаланобиса,3_status,move,mahalanobis,CV,113358,9.753314868141365,2110548.597437752,1452.7727273864111,4.432117650046029e-10,9.71653976270189e-06,6.050991220276334e-05,0.00020527002496493048,0.0012218255630311002,0.02660409787792841,373827.0481979869,95.0,4.717832137259774e-06,0.07344733961399624,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\move\mahalanobis\CV.png
3_status__move__filter_distance__CV,"Расстояние между измерением и оценкой фильтра, м",3_status,move,filter_distance,CV,113358,0.00017940983326578507,4.2257629730214194e-05,0.0065005868758300734,0.0,6.3888796192929555e-06,1.6061000856621693e-05,2.9609359273488774e-05,7.21143915342973e-05,0.00033580397109578703,1.286652606348988,95.0,4.423066689439575e-06,0.000558656845659763,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\move\filter_distance\CV.png
3_status__move__sqrt_mahalanobis__CV,Корень из квадрата расстояния Махаланобиса,3_status,move,sqrt_mahalanobis,CV,113358,0.08678331698497248,9.745783524034449,3.1218237496749315,2.1052595208301585e-05,0.0031171364681846494,0.00777881174728076,0.014327247638584294,0.03495462147192535,0.163107626650039,611.4139744869975,95.0,0.002172057120949192,0.27101165763827884,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\move\sqrt_mahalanobis\CV.png
3_status__move__log1p_filter_distance__CV,log(1 + расстояние между измерением и фильтром),3_status,move,log1p_filter_distance,CV,113358,0.00016541376748324284,2.3004302706002715e-05,0.004796280090445377,0.0,6.388859210488475e-06,1.6060871880128427e-05,2.9608920925063264e-05,7.211179141656019e-05,0.0003357476015608903,0.8270890042238069,95.0,4.4230569077087986e-06,0.0005585008550171848,C:\Users\svaga\PycharmProjects\statistical_researchs\statistics\classification\from_3\distributions\2\CV\3_status\move\log1p_filter_distance\CV.png
