profile,model,classifier,feature_set,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_stand_f1,train_move_f1,train_anomaly_f1,valid_accuracy,valid_balanced_accuracy,valid_macro_f1,valid_weighted_f1,valid_stand_f1,valid_move_f1,valid_anomaly_f1
from_1,CV,logistic,all_statistics,0.4765193037123594,0.45154753566058664,0.43209242374343626,0.44428115762356307,0.581871883542018,0.34577553452190923,0.3686298531663814,0.380536644746588,0.5677909295886802,0.28335173802716235,0.4032856244012011,0.4746044541159545,0.3744203632628019,0.0010303967027305513
from_1,RW,logistic,all_statistics,0.7867762846729544,0.6719729024358042,0.6706868612661858,0.7689978481891965,0.8369520885522981,0.8585845705030113,0.31652392474324814,0.748442944461262,0.6643406232141994,0.5166801414542851,0.7851439901183099,0.748398762060108,0.8002180147679051,0.0014236475348419003
from_1,CV+RW,logistic,CV+RW_all_statistics,0.7868884993832828,0.6834569324508286,0.6835008309743896,0.7754324553231252,0.8383620710852415,0.859727915935027,0.35241250590290013,0.6847920598218483,0.6722375546679439,0.50182564681122,0.7531036787655548,0.7501790779633821,0.7544440130323953,0.0008538494378824534
from_2,CV,logistic,all_statistics,0.5401014569364456,0.5035326873984151,0.4894049379289296,0.5221459563563814,0.6361907094979063,0.47440597634560516,0.3576181279432774,0.3927547806596634,0.5629278187184311,0.2896232573976243,0.41367073349453054,0.48165773704491904,0.3861599215875677,0.0010521135603862276
from_2,RW,logistic,all_statistics,0.779695629190663,0.6674004025943341,0.6650325849604705,0.7635659430803755,0.8375025217857688,0.8484090031980176,0.3091862298976249,0.7161585974584731,0.641504911114943,0.5057036237417735,0.7623427032974283,0.7476794784032322,0.7684494228812792,0.000981969940809034
from_2,CV+RW,logistic,CV+RW_all_statistics,0.7693125226052361,0.6731467760471034,0.6699694675483122,0.7620742582551623,0.8392467469490018,0.834542291582616,0.33611936411331916,0.6961696755785419,0.6770465808354457,0.505746440094396,0.7619204150724588,0.7490136251249409,0.7673141527525349,0.0009115424057123324
from_3,CV,logistic,all_statistics,0.4303415593207764,0.3954755191476223,0.30125081629808403,0.2848236690624139,0.5873705144692789,0.0034707885517122968,0.3129111458732609,0.25297080400100475,0.4855645404120426,0.15458722579329345,0.14453361188948574,0.4367037975122237,0.0259754118405549,0.001082468027101792
from_3,RW,logistic,all_statistics,0.715991987313246,0.6190266148857403,0.613370667751016,0.6989278297811462,0.7809324658392608,0.7574879008491713,0.3016916365646158,0.7000631195213222,0.6575593370983502,0.49885577942549303,0.74521428807695,0.7536381481726548,0.7419468210432792,0.0009823690605449563
from_3,CV+RW,logistic,CV+RW_all_statistics,0.7362657541106752,0.6363519460450353,0.634539426611744,0.7198246998963063,0.7881243337537125,0.7896078794486544,0.325886066632865,0.7012997468778379,0.6833438069292989,0.502028944634884,0.7526822610099777,0.7518159369874371,0.7531870393266775,0.001083857590537452
