,valid_points_count,speed_derived_mean_mps,speed_derived_min_mps,speed_derived_max_mps,speed_derived_25p_mps,speed_derived_50p_mps,speed_derived_75p_mps,speed_derived_90p_mps,speed_derived_95p_mps,speed_diff_mean_mps,speed_diff_min_mps,speed_diff_max_mps,speed_diff_25p_mps,speed_diff_50p_mps,speed_diff_75p_mps,speed_diff_90p_mps,speed_diff_95p_mps
0,9255,2.817817675895649,0.0,14.463958295082291,2.4627097105785896,2.72657109701049,2.9872886911062775,3.6303852387949207,4.300333253331623,6.4928360248066745,-12.5072825761287,27.50351340662328,5.940687881585402,7.131479984067958,7.65668472040489,8.317388110850242,9.07500488744572
