,filename,valid_points_count,geographic_diff_mean,geographic_diff_min,geographic_diff_max,geographic_25p,geographic_50p,geographic_75p,geographic_90p,geographic_95p,magnetic_diff_mean,magnetic_diff_min,magnetic_diff_max,magnetic_25p,magnetic_50p,magnetic_75p,magnetic_90p,magnetic_95p
0,true_positions,9255,-0.5407620502904263,-113.96827493284223,52.53830059680425,-3.1480508634295887,-0.6022698674189542,1.9197715059031708,5.509935957109338,7.893410772481386,10.24852478317336,-103.18096730845105,63.25796621379595,7.619730351898397,10.199006134874253,12.672917802054002,16.29083836833188,18.677622694869658
