,valid_points_count,speed_derived_mean_mps,speed_derived_min_mps,speed_derived_max_mps,speed_derived_25p_mps,speed_derived_50p_mps,speed_derived_75p_mps,speed_derived_90p_mps,speed_derived_95p_mps,speed_diff_mean_mps,speed_diff_min_mps,speed_diff_max_mps,speed_diff_25p_mps,speed_diff_50p_mps,speed_diff_75p_mps,speed_diff_90p_mps,speed_diff_95p_mps
0,1621,139.77478683046647,0.0,9039.711777916955,3.799888645850463,18.272887231997608,126.10508398083256,192.69005273425242,313.6207084154588,119.84304180185924,-9031.011777916954,961.6965743197532,21.567249030792347,64.38081556451135,335.0665849266416,526.2360650403776,589.0350397252556
