,filename,valid_points_count,geographic_diff_mean,geographic_diff_min,geographic_diff_max,geographic_25p,geographic_50p,geographic_75p,geographic_90p,geographic_95p,magnetic_diff_mean,magnetic_diff_min,magnetic_diff_max,magnetic_25p,magnetic_50p,magnetic_75p,magnetic_90p,magnetic_95p
0,anomaly_positions,1621,0.16473126584901343,-180.0,179.00000155839456,-1.0040879845544168,-0.35889664378879615,2.9625599017751654,8.769678550574497,16.957129492760373,10.824038655793256,-177.10495639840337,176.67826367911357,10.082408436307333,10.726653810289918,14.053411971297692,19.72378476233507,27.577632698138018
